OPEN,count,mean,std,min,25%,50%,75%,max
False,96.0,6364.114583333333,419.7087177854276,5550.0,6113.0,6319.0,6581.75,7590.0
True,394.0,6714.469543147208,579.7801463951566,5407.0,6297.0,6615.0,6975.75,8849.0
